Model_Year,Make,Model,Vehicle_Class,Vehicle_Type,Engine_Size_L,Cylinders,Motor_kW,Transmission,Fuel_Type_Primary,Fuel_Type_Secondary,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Fuel_Cons_Comb_mpg,Elec_Cons_City_kWh100km,Elec_Cons_Hwy_kWh100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,CO2_Rating,Smog_Rating
,CADILLAC,SRX,Suv - Standard,Conventional/Hybrid,3.6,6.0,,AS6,X,,14.3,9.8,12.3,23.0,,,,,,,283,,
,CADILLAC,SRX AWD,Suv - Standard,Conventional/Hybrid,3.6,6.0,,AS6,X,,14.8,10.4,12.8,22.0,,,,,,,294,,
,CADILLAC,XTS,Full-Size,Conventional/Hybrid,3.6,6.0,,AS6,X,,13.6,8.6,11.4,25.0,,,,,,,262,,
,CADILLAC,XTS AWD,Full-Size,Conventional/Hybrid,3.6,6.0,,AS6,X,,14.0,9.1,11.8,24.0,,,,,,,271,,
,CADILLAC,XTS Vsport AWD,Full-Size,Conventional/Hybrid,3.6,6.0,,AS6,Z,,14.8,9.8,12.6,22.0,,,,,,,290,,
,CHEVROLET,CAMARO,Compact,Conventional/Hybrid,3.6,6.0,,AS6,X,,13.2,8.7,11.2,25.0,,,,,,,258,,
,CHEVROLET,CAMARO,Compact,Conventional/Hybrid,3.6,6.0,,M6,X,,14.2,8.6,11.7,24.0,,,,,,,269,,
,CHEVROLET,CAMARO 2LS,Compact,Conventional/Hybrid,3.6,6.0,,AS6,X,,12.7,7.9,10.5,27.0,,,,,,,242,,
,CHEVROLET,CAMARO SS,Compact,Conventional/Hybrid,6.2,8.0,,AS6,Z,,15.3,9.8,12.8,22.0,,,,,,,294,,
,CHEVROLET,CAMARO SS,Compact,Conventional/Hybrid,6.2,8.0,,M6,Z,,15.0,9.9,12.7,22.0,,,,,,,292,,
,CHEVROLET,CAMARO ZL1,Compact,Conventional/Hybrid,6.2,8.0,,AS6,Z,,19.7,12.9,16.6,17.0,,,,,,,382,,
,CHEVROLET,CAMARO ZL1,Compact,Conventional/Hybrid,6.2,8.0,,M6,Z,,16.7,12.5,14.8,19.0,,,,,,,340,,
,CHEVROLET,CORVETTE,Two-Seater,Conventional/Hybrid,6.2,8.0,,AS6,Z,,14.9,8.5,12.0,24.0,,,,,,,276,,
,CHEVROLET,CORVETTE,Two-Seater,Conventional/Hybrid,6.2,8.0,,M7,Z,,13.7,8.2,11.2,25.0,,,,,,,258,,
,CHEVROLET,CRUZE,Mid-Size,Conventional/Hybrid,1.4,4.0,,AS6,X,,9.1,6.3,7.8,36.0,,,,,,,179,,
,CHEVROLET,CRUZE,Mid-Size,Conventional/Hybrid,1.4,4.0,,M6,X,,9.1,6.3,7.8,36.0,,,,,,,179,,
,CHEVROLET,CRUZE,Mid-Size,Conventional/Hybrid,1.8,4.0,,AS6,X,,10.5,6.7,8.8,32.0,,,,,,,202,,
,CHEVROLET,CRUZE,Mid-Size,Conventional/Hybrid,1.8,4.0,,M6,X,,9.5,6.5,8.2,34.0,,,,,,,189,,
,CHEVROLET,CRUZE DIESEL,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,D,,8.7,5.1,7.1,40.0,,,,,,,192,,
,CHEVROLET,CRUZE ECO,Mid-Size,Conventional/Hybrid,1.4,4.0,,A6,X,,9.1,6.0,7.7,37.0,,,,,,,177,,
,CHEVROLET,CRUZE ECO,Mid-Size,Conventional/Hybrid,1.4,4.0,,M6,X,,8.4,5.6,7.1,40.0,,,,,,,163,,
,CHEVROLET,EQUINOX,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,X,,10.5,7.3,9.1,31.0,,,,,,,209,,
,CHEVROLET,EQUINOX,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,X,,13.9,9.6,12.0,24.0,,,,,,,276,,
,CHEVROLET,EQUINOX,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,E,,18.8,13.1,16.2,17.0,,,,,,,259,,
,CHEVROLET,EQUINOX AWD,Suv - Small,Conventional/Hybrid,2.4,4.0,,A6,X,,11.5,8.2,10.0,28.0,,,,,,,230,,
,CHEVROLET,EQUINOX AWD,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,X,,14.8,9.9,12.6,22.0,,,,,,,290,,
,CHEVROLET,EQUINOX AWD,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,E,,19.8,13.6,17.0,17.0,,,,,,,272,,
,CHEVROLET,EXPRESS 1500 CARGO,Van - Cargo,Conventional/Hybrid,4.3,6.0,,A4,X,,17.1,12.7,15.1,19.0,,,,,,,347,,
,CHEVROLET,EXPRESS 1500 CARGO,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,X,,18.0,13.4,15.9,18.0,,,,,,,366,,
,CHEVROLET,EXPRESS 1500 CARGO,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,E,,23.5,17.7,20.9,14.0,,,,,,,334,,
,CHEVROLET,EXPRESS 1500 CARGO AWD,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,X,,18.3,14.2,16.5,17.0,,,,,,,380,,
,CHEVROLET,EXPRESS 1500 CARGO AWD,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,E,,23.7,18.8,21.5,13.0,,,,,,,344,,
,CHEVROLET,EXPRESS 1500 CARGO CONV,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,X,,18.6,13.9,16.5,17.0,,,,,,,380,,
,CHEVROLET,EXPRESS 1500 CARGO CONV,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,E,,23.9,18.5,21.5,13.0,,,,,,,344,,
,CHEVROLET,EXPRESS 1500 CARGO CONV AWD,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,X,,18.3,14.2,16.5,17.0,,,,,,,380,,
,CHEVROLET,EXPRESS 1500 CARGO CONV AWD,Van - Cargo,Conventional/Hybrid,5.3,8.0,,A4,E,,25.3,19.3,22.6,12.0,,,,,,,362,,
,CHEVROLET,EXPRESS 1500 PASSENGER,Van - Passenger,Conventional/Hybrid,5.3,8.0,,A4,X,,18.6,13.9,16.5,17.0,,,,,,,380,,
,CHEVROLET,EXPRESS 1500 PASSENGER,Van - Passenger,Conventional/Hybrid,5.3,8.0,,A4,E,,23.9,18.5,21.5,13.0,,,,,,,344,,
,CHEVROLET,EXPRESS 1500 PASSENGER AWD,Van - Passenger,Conventional/Hybrid,5.3,8.0,,A4,X,,18.3,14.2,16.5,17.0,,,,,,,380,,
,CHEVROLET,EXPRESS 1500 PASSENGER AWD,Van - Passenger,Conventional/Hybrid,5.3,8.0,,A4,E,,25.3,19.3,22.6,12.0,,,,,,,362,,
,CHEVROLET,EXPRESS 2500 PASSENGER,Van - Passenger,Conventional/Hybrid,4.8,8.0,,A6,X,,21.1,14.2,18.0,16.0,,,,,,,414,,
,CHEVROLET,EXPRESS 2500 PASSENGER,Van - Passenger,Conventional/Hybrid,6.0,8.0,,A6,X,,21.9,15.0,18.8,15.0,,,,,,,432,,
,CHEVROLET,EXPRESS 2500 PASSENGER,Van - Passenger,Conventional/Hybrid,6.0,8.0,,A6,E,,30.0,20.4,25.7,11.0,,,,,,,411,,
,CHEVROLET,EXPRESS 3500 PASSENGER,Van - Passenger,Conventional/Hybrid,4.8,8.0,,A6,X,,21.3,14.3,18.2,16.0,,,,,,,419,,
,CHEVROLET,EXPRESS 3500 PASSENGER,Van - Passenger,Conventional/Hybrid,6.0,8.0,,A6,X,,22.1,15.0,18.9,15.0,,,,,,,435,,
,CHEVROLET,EXPRESS 3500 PASSENGER,Van - Passenger,Conventional/Hybrid,6.0,8.0,,A6,E,,30.2,20.5,25.8,11.0,,,,,,,413,,
,CHEVROLET,IMPALA,Full-Size,Conventional/Hybrid,2.5,4.0,,AS6,X,,11.3,7.5,9.6,29.0,,,,,,,221,,
,CHEVROLET,IMPALA,Full-Size,Conventional/Hybrid,3.6,6.0,,AS6,X,,12.6,8.2,10.6,27.0,,,,,,,244,,
,CHEVROLET,IMPALA,Full-Size,Conventional/Hybrid,3.6,6.0,,AS6,E,,16.7,11.3,14.3,20.0,,,,,,,229,,
,CHEVROLET,IMPALA ECO,Full-Size,Conventional/Hybrid,2.4,4.0,,AS6,X,,10.0,7.0,8.7,32.0,,,,,,,200,,
,CHEVROLET,MALIBU,Mid-Size,Conventional/Hybrid,2.0,4.0,,AS6,Z,,11.5,7.9,9.9,29.0,,,,,,,228,,
,CHEVROLET,MALIBU,Mid-Size,Conventional/Hybrid,2.5,4.0,,AS6,X,,9.3,6.4,8.0,35.0,,,,,,,184,,
,CHEVROLET,ORLANDO,Suv - Small,Conventional/Hybrid,2.4,4.0,,AS6,X,,12.2,8.6,10.6,27.0,,,,,,,244,,
,CHEVROLET,ORLANDO,Suv - Small,Conventional/Hybrid,2.4,4.0,,M6,X,,11.8,8.3,10.2,28.0,,,,,,,235,,
,CHEVROLET,SILVERADO,Pickup Truck - Standard,Conventional/Hybrid,4.3,6.0,,A6,X,,13.4,9.9,11.8,24.0,,,,,,,271,,
,CHEVROLET,SILVERADO,Pickup Truck - Standard,Conventional/Hybrid,4.3,6.0,,A6,E,,18.9,14.2,16.8,17.0,,,,,,,269,,
,CHEVROLET,SILVERADO,Pickup Truck - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,14.6,10.3,12.7,22.0,,,,,,,292,,
,CHEVROLET,SILVERADO,Pickup Truck - Standard,Conventional/Hybrid,5.3,8.0,,A6,E,,19.5,13.7,16.9,17.0,,,,,,,270,,
,CHEVROLET,SILVERADO,Pickup Truck - Standard,Conventional/Hybrid,6.2,8.0,,A6,Z,,16.3,11.4,14.1,20.0,,,,,,,324,,
,CHEVROLET,SILVERADO 4WD,Pickup Truck - Standard,Conventional/Hybrid,4.3,6.0,,A6,X,,14.2,10.6,12.6,22.0,,,,,,,290,,
,CHEVROLET,SILVERADO 4WD,Pickup Truck - Standard,Conventional/Hybrid,4.3,6.0,,A6,E,,20.0,15.1,17.8,16.0,,,,,,,285,,
,CHEVROLET,SILVERADO 4WD,Pickup Truck - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,14.9,10.6,13.0,22.0,,,,,,,299,,
,CHEVROLET,SILVERADO 4WD,Pickup Truck - Standard,Conventional/Hybrid,5.3,8.0,,A6,E,,19.9,14.2,17.3,16.0,,,,,,,277,,
,CHEVROLET,SILVERADO 4WD,Pickup Truck - Standard,Conventional/Hybrid,6.2,8.0,,A6,Z,,16.4,11.7,14.3,20.0,,,,,,,329,,
,CHEVROLET,SONIC,Compact,Conventional/Hybrid,1.4,4.0,,AS6,X,,9.1,6.7,8.0,35.0,,,,,,,184,,
,CHEVROLET,SONIC,Compact,Conventional/Hybrid,1.4,4.0,,M6,X,,8.5,6.2,7.5,38.0,,,,,,,173,,
,CHEVROLET,SONIC,Compact,Conventional/Hybrid,1.8,4.0,,AS6,X,,9.6,6.6,8.3,34.0,,,,,,,191,,
,CHEVROLET,SONIC,Compact,Conventional/Hybrid,1.8,4.0,,M5,X,,8.9,6.7,7.9,36.0,,,,,,,182,,
,CHEVROLET,SONIC RS,Compact,Conventional/Hybrid,1.4,4.0,,AS6,X,,9.4,7.0,8.3,34.0,,,,,,,191,,
,CHEVROLET,SONIC RS,Compact,Conventional/Hybrid,1.4,4.0,,M6,X,,8.8,7.0,8.0,35.0,,,,,,,184,,
,CHEVROLET,SONIC 5,Mid-Size,Conventional/Hybrid,1.4,4.0,,AS6,X,,9.1,6.7,8.0,35.0,,,,,,,184,,
,CHEVROLET,SONIC 5,Mid-Size,Conventional/Hybrid,1.4,4.0,,M6,X,,8.5,6.2,7.5,38.0,,,,,,,172,,
,CHEVROLET,SONIC 5,Mid-Size,Conventional/Hybrid,1.8,4.0,,AS6,X,,9.6,6.6,8.3,34.0,,,,,,,191,,
,CHEVROLET,SONIC 5,Mid-Size,Conventional/Hybrid,1.8,4.0,,M5,X,,8.9,6.7,7.9,36.0,,,,,,,182,,
,CHEVROLET,SONIC 5 RS,Mid-Size,Conventional/Hybrid,1.4,4.0,,AS6,X,,9.4,7.0,8.3,34.0,,,,,,,191,,
,CHEVROLET,SONIC 5 RS,Mid-Size,Conventional/Hybrid,1.4,4.0,,M6,X,,8.8,7.0,8.0,35.0,,,,,,,184,,
,CHEVROLET,SPARK,Subcompact,Conventional/Hybrid,1.2,4.0,,AV,X,,7.7,6.0,6.9,41.0,,,,,,,159,,
,CHEVROLET,SPARK,Subcompact,Conventional/Hybrid,1.2,4.0,,M5,X,,7.6,6.0,6.9,41.0,,,,,,,159,,
,CHEVROLET,SUBURBAN,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,16.0,11.1,13.8,20.0,,,,,,,317,,
,CHEVROLET,SUBURBAN,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,E,,21.5,14.6,18.4,15.0,,,,,,,294,,
,CHEVROLET,SUBURBAN 4WD,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,16.0,11.1,13.8,20.0,,,,,,,317,,
,CHEVROLET,SUBURBAN 4WD,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,E,,21.5,14.6,18.4,15.0,,,,,,,294,,
,CHEVROLET,TAHOE,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,16.0,11.1,13.8,20.0,,,,,,,317,,
,CHEVROLET,TAHOE,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,E,,21.5,14.6,18.4,15.0,,,,,,,294,,
,CHEVROLET,TAHOE 4WD,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,X,,16.0,11.1,13.8,20.0,,,,,,,317,,
,CHEVROLET,TAHOE 4WD,Suv - Standard,Conventional/Hybrid,5.3,8.0,,A6,E,,21.5,14.6,18.4,15.0,,,,,,,294,,
,CHEVROLET,TRAVERSE,Suv - Standard,Conventional/Hybrid,3.6,6.0,,A6,X,,14.3,9.9,12.3,23.0,,,,,,,283,,
,CHEVROLET,TRAVERSE AWD,Suv - Standard,Conventional/Hybrid,3.6,6.0,,A6,X,,14.6,10.2,12.6,22.0,,,,,,,290,,
,CHEVROLET,TRAX,Suv - Small,Conventional/Hybrid,1.4,4.0,,AS6,X,,9.4,7.1,8.4,34.0,,,,,,,193,,
,CHEVROLET,TRAX,Suv - Small,Conventional/Hybrid,1.4,4.0,,M6,X,,9.1,6.8,8.1,35.0,,,,,,,186,,
,CHEVROLET,TRAX AWD,Suv - Small,Conventional/Hybrid,1.4,4.0,,AS6,X,,10.0,7.8,9.0,31.0,,,,,,,207,,
,CHRYSLER,300,Full-Size,Conventional/Hybrid,3.6,6.0,,A8,X,,12.4,7.7,10.3,27.0,,,,,,,237,,
,CHRYSLER,200 CONVERTIBLE,Compact,Conventional/Hybrid,2.4,4.0,,A4,X,,11.7,8.2,10.1,28.0,,,,,,,232,,
,CHRYSLER,200 CONVERTIBLE,Compact,Conventional/Hybrid,2.4,4.0,,A6,X,,12.9,8.1,10.7,26.0,,,,,,,246,,
,CHRYSLER,200 CONVERTIBLE FFV,Compact,Conventional/Hybrid,3.6,6.0,,A6,X,,12.5,8.1,10.5,27.0,,,,,,,242,,
,CHRYSLER,200 CONVERTIBLE FFV,Compact,Conventional/Hybrid,3.6,6.0,,A6,E,,17.0,11.2,14.4,20.0,,,,,,,230,,
,CHRYSLER,200 SEDAN,Mid-Size,Conventional/Hybrid,2.4,4.0,,A4,X,,11.2,8.0,9.8,29.0,,,,,,,225,,
,CHRYSLER,200 SEDAN,Mid-Size,Conventional/Hybrid,2.4,4.0,,A6,X,,12.0,7.6,10.0,28.0,,,,,,,230,,
,CHRYSLER,200 SEDAN FFV,Mid-Size,Conventional/Hybrid,3.6,6.0,,A6,X,,12.5,8.1,10.5,27.0,,,,,,,242,,
,CHRYSLER,200 SEDAN FFV,Mid-Size,Conventional/Hybrid,3.6,6.0,,A6,E,,17.0,11.2,14.4,20.0,,,,,,,230,,
,CHRYSLER,300 (MDS),Full-Size,Conventional/Hybrid,5.7,8.0,,A5,X,,15.8,9.2,12.8,22.0,,,,,,,294,,
,CHRYSLER,300 AWD,Full-Size,Conventional/Hybrid,3.6,6.0,,A8,X,,12.8,8.6,10.9,26.0,,,,,,,251,,
,CHRYSLER,300 AWD (MDS),Full-Size,Conventional/Hybrid,5.7,8.0,,A5,X,,16.1,10.0,13.4,21.0,,,,,,,308,,
,CHRYSLER,300 AWD FFV,Full-Size,Conventional/Hybrid,3.6,6.0,,A8,X,,12.8,8.6,10.9,26.0,,,,,,,251,,
,CHRYSLER,300 AWD FFV,Full-Size,Conventional/Hybrid,3.6,6.0,,A8,E,,17.3,11.7,14.8,19.0,,,,,,,237,,
,CHRYSLER,300 FFV,Full-Size,Conventional/Hybrid,3.6,6.0,,A8,X,,12.4,7.7,10.3,27.0,,,,,,,237,,
,CHRYSLER,300 FFV,Full-Size,Conventional/Hybrid,3.6,6.0,,A8,E,,16.8,10.3,13.9,20.0,,,,,,,222,,
,CHRYSLER,300 SRT (MDS),Full-Size,Conventional/Hybrid,6.4,8.0,,A5,Z,,16.7,10.3,13.8,20.0,,,,,,,317,,
,CHRYSLER,TOWN & COUNTRY FFV,Minivan,Conventional/Hybrid,3.6,6.0,,A6,X,,14.1,9.5,12.0,24.0,,,,,,,276,,
,CHRYSLER,TOWN & COUNTRY FFV,Minivan,Conventional/Hybrid,3.6,6.0,,A6,E,,19.7,13.3,16.8,17.0,,,,,,,269,,
,DODGE,AVENGER,Mid-Size,Conventional/Hybrid,2.4,4.0,,A4,X,,11.2,8.0,9.8,29.0,,,,,,,225,,
,DODGE,AVENGER,Mid-Size,Conventional/Hybrid,2.4,4.0,,A6,X,,12.0,7.6,10.0,28.0,,,,,,,230,,
,DODGE,AVENGER FFV,Mid-Size,Conventional/Hybrid,3.6,6.0,,A6,X,,12.5,8.1,10.5,27.0,,,,,,,242,,
,DODGE,AVENGER FFV,Mid-Size,Conventional/Hybrid,3.6,6.0,,A6,E,,17.0,11.2,14.4,20.0,,,,,,,230,,
,DODGE,CHALLENGER,Mid-Size,Conventional/Hybrid,3.6,6.0,,A5,X,,13.2,8.7,11.2,25.0,,,,,,,258,,
,DODGE,CHALLENGER,Mid-Size,Conventional/Hybrid,5.7,8.0,,M6,X,,15.6,10.0,13.1,22.0,,,,,,,301,,
,DODGE,CHALLENGER (MDS),Mid-Size,Conventional/Hybrid,5.7,8.0,,A5,X,,15.8,9.2,12.8,22.0,,,,,,,294,,
,DODGE,CHALLENGER SRT,Mid-Size,Conventional/Hybrid,6.4,8.0,,M6,Z,,16.8,10.4,13.9,20.0,,,,,,,320,,
,DODGE,CHALLENGER SRT (MDS),Mid-Size,Conventional/Hybrid,6.4,8.0,,A5,Z,,16.7,10.3,13.8,20.0,,,,,,,317,,
,DODGE,CHARGER,Full-Size,Conventional/Hybrid,3.6,6.0,,A5,X,,13.2,8.7,11.2,25.0,,,,,,,258,,
,DODGE,CHARGER,Full-Size,Conventional/Hybrid,3.6,6.0,,A8,X,,12.4,7.7,10.3,27.0,,,,,,,237,,
,DODGE,CHARGER (MDS),Full-Size,Conventional/Hybrid,5.7,8.0,,A5,X,,15.8,9.2,12.8,22.0,,,,,,,294,,
,DODGE,CHARGER AWD,Full-Size,Conventional/Hybrid,3.6,6.0,,A8,X,,12.8,8.6,10.9,26.0,,,,,,,251,,
,DODGE,CHARGER AWD (MDS),Full-Size,Conventional/Hybrid,5.7,8.0,,A5,X,,16.1,10.0,13.4,21.0,,,,,,,308,,
,DODGE,CHARGER AWD FFV,Full-Size,Conventional/Hybrid,3.6,6.0,,A8,X,,12.8,8.6,10.9,26.0,,,,,,,251,,
,DODGE,CHARGER AWD FFV,Full-Size,Conventional/Hybrid,3.6,6.0,,A8,E,,17.3,11.7,14.8,19.0,,,,,,,237,,
,DODGE,CHARGER FFV,Full-Size,Conventional/Hybrid,3.6,6.0,,A5,X,,13.2,8.7,11.2,25.0,,,,,,,258,,
,DODGE,CHARGER FFV,Full-Size,Conventional/Hybrid,3.6,6.0,,A5,E,,18.3,12.6,15.7,18.0,,,,,,,251,,
,DODGE,CHARGER FFV,Full-Size,Conventional/Hybrid,3.6,6.0,,A8,X,,12.3,7.6,10.2,28.0,,,,,,,235,,
,DODGE,CHARGER FFV,Full-Size,Conventional/Hybrid,3.6,6.0,,A8,E,,16.8,10.3,13.9,20.0,,,,,,,222,,
,DODGE,CHARGER SRT (MDS),Full-Size,Conventional/Hybrid,6.4,8.0,,A5,Z,,16.7,10.3,13.8,20.0,,,,,,,317,,
,DODGE,DART,Mid-Size,Conventional/Hybrid,2.0,4.0,,M6,X,,9.4,6.5,8.1,35.0,,,,,,,186,,
,DODGE,DART,Mid-Size,Conventional/Hybrid,2.4,4.0,,A6,X,,10.1,6.8,8.6,33.0,,,,,,,198,,
,DODGE,DART,Mid-Size,Conventional/Hybrid,2.4,4.0,,M6,X,,10.5,6.7,8.8,32.0,,,,,,,202,,
,DODGE,DART FFV,Mid-Size,Conventional/Hybrid,2.0,4.0,,A6,X,,9.9,7.0,8.6,33.0,,,,,,,198,,
,DODGE,DART FFV,Mid-Size,Conventional/Hybrid,2.0,4.0,,A6,E,,14.2,9.8,12.2,23.0,,,,,,,195,,
,DODGE,DART GT,Mid-Size,Conventional/Hybrid,2.4,4.0,,A6,X,,10.6,7.5,9.2,31.0,,,,,,,212,,
,DODGE,DART GT,Mid-Size,Conventional/Hybrid,2.4,4.0,,M6,X,,10.2,7.0,8.8,32.0,,,,,,,202,,
,DODGE,DART TURBO AERO,Mid-Size,Conventional/Hybrid,1.4,4.0,,AM6,X,,8.4,5.9,7.3,39.0,,,,,,,168,,
,DODGE,DART TURBO AERO,Mid-Size,Conventional/Hybrid,1.4,4.0,,M6,X,,8.5,5.8,7.3,39.0,,,,,,,168,,
,DODGE,DURANGO AWD (MDS),Suv - Standard,Conventional/Hybrid,5.7,8.0,,A8,X,,17.3,10.8,14.4,20.0,,,,,,,331,,
,DODGE,DURANGO AWD FFV,Suv - Standard,Conventional/Hybrid,3.6,6.0,,A8,X,,13.9,9.8,12.1,23.0,,,,,,,278,,
,DODGE,DURANGO AWD FFV,Suv - Standard,Conventional/Hybrid,3.6,6.0,,A8,E,,17.7,13.0,15.6,18.0,,,,,,,250,,
,DODGE,GRAND CARAVAN FFV,Minivan,Conventional/Hybrid,3.6,6.0,,A6,X,,13.7,9.4,11.8,24.0,,,,,,,271,,
,DODGE,GRAND CARAVAN FFV,Minivan,Conventional/Hybrid,3.6,6.0,,A6,E,,19.2,13.1,16.5,17.0,,,,,,,264,,
,DODGE,JOURNEY,Suv - Small,Conventional/Hybrid,2.4,4.0,,A4,X,,12.7,9.1,11.1,25.0,,,,,,,255,,
,DODGE,JOURNEY AWD,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,X,,14.5,9.9,12.4,23.0,,,,,,,285,,
,DODGE,JOURNEY FFV,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,X,,14.2,9.4,12.0,24.0,,,,,,,276,,
,DODGE,JOURNEY FFV,Suv - Small,Conventional/Hybrid,3.6,6.0,,A6,E,,18.9,12.9,16.2,17.0,,,,,,,259,,
,FIAT,500 ABARTH CABRIO,Minicompact,Conventional/Hybrid,1.4,4.0,,M5,X,,8.5,6.9,7.8,36.0,,,,,,,179,,
,FIAT,500 ABARTH HATCHBACK,Minicompact,Conventional/Hybrid,1.4,4.0,,M5,X,,8.5,6.9,7.8,36.0,,,,,,,179,,
,FIAT,500 CABRIO,Minicompact,Conventional/Hybrid,1.4,4.0,,A6,X,,8.7,6.9,7.9,36.0,,,,,,,182,,
,FIAT,500 CABRIO,Minicompact,Conventional/Hybrid,1.4,4.0,,M5,X,,7.9,6.3,7.2,39.0,,,,,,,166,,
,FIAT,500 CABRIO TURBO,Minicompact,Conventional/Hybrid,1.4,4.0,,M5,X,,8.5,6.9,7.8,36.0,,,,,,,179,,
,FIAT,500 HATCHBACK,Minicompact,Conventional/Hybrid,1.4,4.0,,A6,X,,8.7,6.9,7.9,36.0,,,,,,,182,,
,FIAT,500 HATCHBACK,Minicompact,Conventional/Hybrid,1.4,4.0,,M5,X,,7.6,5.9,6.8,42.0,,,,,,,156,,
,FIAT,500 HATCHBACK TURBO,Minicompact,Conventional/Hybrid,1.4,4.0,,M5,X,,8.5,6.9,7.8,36.0,,,,,,,179,,
,FIAT,500L TURBO,Station Wagon - Small,Conventional/Hybrid,1.4,4.0,,AM6,X,,10.0,7.2,8.7,32.0,,,,,,,200,,
,FIAT,500L TURBO,Station Wagon - Small,Conventional/Hybrid,1.4,4.0,,M6,X,,9.3,7.2,8.4,34.0,,,,,,,193,,
,FORD,C-MAX HYBRID,Full-Size,Conventional/Hybrid,2.0,4.0,,AV,X,,5.6,6.4,6.0,47.0,,,,,,,138,,
,FORD,E150 VAN FFV,Van - Cargo,Conventional/Hybrid,4.6,8.0,,A4,X,,17.7,14.4,16.2,17.0,,,,,,,373,,
,FORD,E150 VAN FFV,Van - Cargo,Conventional/Hybrid,4.6,8.0,,A4,E,,24.1,19.2,21.9,13.0,,,,,,,350,,
,FORD,E150 VAN FFV,Van - Cargo,Conventional/Hybrid,5.4,8.0,,A4,X,,19.3,14.7,17.2,16.0,,,,,,,396,,
,FORD,E150 VAN FFV,Van - Cargo,Conventional/Hybrid,5.4,8.0,,A4,E,,24.9,19.6,22.5,13.0,,,,,,,360,,
,FORD,E150 WAGON FFV,Van - Passenger,Conventional/Hybrid,4.6,8.0,,A4,X,,18.6,14.6,16.8,17.0,,,,,,,386,,
,FORD,E150 WAGON FFV,Van - Passenger,Conventional/Hybrid,4.6,8.0,,A4,E,,25.5,20.0,23.0,12.0,,,,,,,368,,
,FORD,E350 WAGON,Van - Passenger,Conventional/Hybrid,6.8,10.0,,A5,X,,23.9,17.8,21.2,13.0,,,,,,,488,,
,FORD,E350 WAGON FFV,Van - Passenger,Conventional/Hybrid,5.4,8.0,,A4,X,,20.6,15.5,18.3,15.0,,,,,,,421,,
,FORD,E350 WAGON FFV,Van - Passenger,Conventional/Hybrid,5.4,8.0,,A4,E,,26.7,20.5,23.9,12.0,,,,,,,382,,
,FORD,EDGE,Suv - Small,Conventional/Hybrid,2.0,4.0,,A6,X,,11.3,7.9,9.8,29.0,,,,,,,225,,
,FORD,EDGE,Suv - Small,Conventional/Hybrid,3.5,6.0,,AS6,X,,12.6,8.7,10.8,26.0,,,,,,,248,,
,FORD,EDGE AWD,Suv - Small,Conventional/Hybrid,3.5,6.0,,AS6,X,,13.3,9.3,11.5,25.0,,,,,,,264,,
,FORD,EDGE AWD,Suv - Small,Conventional/Hybrid,3.7,6.0,,AS6,X,,13.7,10.4,12.2,23.0,,,,,,,281,,
,FORD,ESCAPE,Suv - Small,Conventional/Hybrid,1.6,4.0,,AS6,X,,10.4,7.4,9.1,31.0,,,,,,,209,,
,FORD,ESCAPE,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,10.9,8.0,9.6,29.0,,,,,,,221,,
,FORD,ESCAPE,Suv - Small,Conventional/Hybrid,2.5,4.0,,AS6,X,,10.9,7.5,9.4,30.0,,,,,,,216,,
,FORD,ESCAPE AWD,Suv - Small,Conventional/Hybrid,1.6,4.0,,AS6,X,,10.5,7.9,9.3,30.0,,,,,,,214,,
,FORD,ESCAPE AWD,Suv - Small,Conventional/Hybrid,2.0,4.0,,AS6,X,,11.2,8.5,10.0,28.0,,,,,,,230,,
,FORD,EXPEDITION 4X4 FFV,Suv - Standard,Conventional/Hybrid,5.4,8.0,,A6,X,,18.2,13.3,16.0,18.0,,,,,,,368,,
