Model_Year,Make,Model,Vehicle_Class,Vehicle_Type,Engine_Size_L,Cylinders,Motor_kW,Transmission,Fuel_Type_Primary,Fuel_Type_Secondary,Fuel_Cons_City_L100km,Fuel_Cons_Hwy_L100km,Fuel_Cons_Comb_L100km,Fuel_Cons_Comb_mpg,Elec_Cons_City_kWh100km,Elec_Cons_Hwy_kWh100km,Elec_Cons_Comb_kWh100km,Elec_Range_km,Total_Range_km,Recharge_Time_h,CO2_Emissions_g_km,CO2_Rating,Smog_Rating
2022.0,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,Battery Electric (BEV),,,220.0,A1,B,,,,,,21.0,23.2,22.0,394.0,394.0,7.5,0,10.0,10.0
2022.0,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,Battery Electric (BEV),,,300.0,A1,B,,,,,,22.2,26.1,23.9,364.0,364.0,8.0,0,10.0,10.0
2022.0,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,Battery Electric (BEV),,,300.0,A1,B,,,,,,22.8,26.6,24.5,359.0,359.0,8.0,0,10.0,10.0
2023.0,Audi,e-tron 55 quattro,Sport utility vehicle: Standard,Battery Electric (BEV),,,300.0,A1,B,,,,,,26.8,26.5,26.6,364.0,364.0,10.0,0,10.0,10.0
2023.0,Audi,e-tron Sportback 55 quattro,Sport utility vehicle: Standard,Battery Electric (BEV),,,300.0,A1,B,,,,,,27.3,26.2,26.8,362.0,362.0,10.0,0,10.0,10.0
2023.0,Audi,e-tron GT,Compact,Battery Electric (BEV),,,390.0,A2,B,,,,,,25.9,25.3,25.6,383.0,383.0,10.5,0,10.0,10.0
2023.0,Audi,RS e-tron GT,Compact,Battery Electric (BEV),,,475.0,A2,B,,,,,,26.4,25.5,26.0,373.0,373.0,10.5,0,10.0,10.0
2023.0,Audi,Q4 50 e-tron quattro,Sport utility vehicle: Small,Battery Electric (BEV),,,220.0,A1,B,,,,,,21.5,24.0,22.6,380.0,380.0,9.0,0,10.0,10.0
2023.0,Audi,Q4 Sportback 50 e-tron quattro,Sport utility vehicle: Small,Battery Electric (BEV),,,220.0,A1,B,,,,,,21.0,23.4,22.1,389.0,389.0,9.0,0,10.0,10.0
2023.0,BMW,"i4 eDrive35 Gran Coupe (18"" Wheels)",Subcompact,Battery Electric (BEV),,,210.0,A1,B,,,,,,18.2,18.9,18.5,412.0,412.0,8.0,0,10.0,10.0
2023.0,BMW,"i4 eDrive35 Gran Coupe (19"" Wheels)",Subcompact,Battery Electric (BEV),,,210.0,A1,B,,,,,,19.6,20.5,20.0,378.0,378.0,8.0,0,10.0,10.0
2023.0,BMW,"i4 eDrive40 Gran Coupe (18"" Wheels)",Subcompact,Battery Electric (BEV),,,250.0,A1,B,,,,,,19.1,19.3,19.2,484.0,484.0,10.0,0,10.0,10.0
2023.0,BMW,"i4 eDrive40 Gran Coupe (19"" Wheels)",Subcompact,Battery Electric (BEV),,,250.0,A1,B,,,,,,20.9,21.3,21.1,454.0,454.0,10.0,0,10.0,10.0
2023.0,BMW,"i4 M50 Gran Coupe (19"" Wheels)",Subcompact,Battery Electric (BEV),,,400.0,A1,B,,,,,,22.3,21.4,21.9,436.0,436.0,10.0,0,10.0,10.0
2023.0,BMW,"i4 M50 Gran Coupe (20"" Wheels)",Subcompact,Battery Electric (BEV),,,400.0,A1,B,,,,,,26.4,26.1,26.3,365.0,365.0,10.0,0,10.0,10.0
2023.0,BMW,"i7 xDrive60 (19"" Wheels)",Full-size,Battery Electric (BEV),,,400.0,A1,B,,,,,,24.0,22.9,23.5,512.0,512.0,12.0,0,10.0,10.0
2023.0,BMW,"i7 xDrive60 (20"" Wheels)",Full-size,Battery Electric (BEV),,,400.0,A1,B,,,,,,25.8,24.5,25.2,476.0,476.0,12.0,0,10.0,10.0
2023.0,BMW,"i7 xDrive60 (21"" Wheels)",Full-size,Battery Electric (BEV),,,400.0,A1,B,,,,,,24.5,23.5,24.1,496.0,496.0,12.0,0,10.0,10.0
2023.0,BMW,"iX xDrive40 (20"" Wheels) ",Sport utility vehicle: Standard,Battery Electric (BEV),,,240.0,A1,B,,,,,,25.1,25.6,25.3,322.0,322.0,8.0,0,10.0,10.0
2023.0,BMW,"iX xDrive40 (21"" Wheels) ",Sport utility vehicle: Standard,Battery Electric (BEV),,,240.0,A1,B,,,,,,24.7,25.9,25.2,322.0,322.0,8.0,0,10.0,10.0
2023.0,BMW,"iX xDrive40 (22"" Wheels) ",Sport utility vehicle: Standard,Battery Electric (BEV),,,240.0,A1,B,,,,,,24.8,25.9,25.3,320.0,320.0,8.0,0,10.0,10.0
2023.0,BMW,"iX xDrive50 (20"" Wheels)",Sport utility vehicle: Standard,Battery Electric (BEV),,,385.0,A1,B,,,,,,24.3,24.2,24.2,521.0,521.0,12.0,0,10.0,10.0
2023.0,BMW,"iX xDrive50 (21"" Wheels)",Sport utility vehicle: Standard,Battery Electric (BEV),,,385.0,A1,B,,,,,,25.4,25.1,25.3,496.0,496.0,12.0,0,10.0,10.0
2023.0,BMW,"iX xDrive50 (22"" Wheels)",Sport utility vehicle: Standard,Battery Electric (BEV),,,385.0,A1,B,,,,,,24.3,24.5,24.4,512.0,512.0,12.0,0,10.0,10.0
2023.0,BMW,"iX M60 (21"" Wheels)",Sport utility vehicle: Standard,Battery Electric (BEV),,,397.0,A1,B,,,,,,27.6,26.3,27.0,463.0,463.0,12.0,0,10.0,10.0
2023.0,BMW,"iX M60 (22"" Wheels)",Sport utility vehicle: Standard,Battery Electric (BEV),,,397.0,A1,B,,,,,,27.3,26.0,26.7,441.0,441.0,12.0,0,10.0,10.0
2023.0,Cadillac,LYRIQ,Sport utility vehicle: Small,Battery Electric (BEV),,,254.0,A1,B,,,,,,21.6,25.6,23.4,502.0,502.0,6.5,0,10.0,10.0
2023.0,Cadillac,LYRIQ AWD,Sport utility vehicle: Small,Battery Electric (BEV),,,373.0,A1,B,,,,,,21.8,25.8,23.6,494.0,494.0,10.7,0,10.0,10.0
2023.0,Chevrolet,Bolt EUV,Station wagon: Small,Battery Electric (BEV),,,150.0,A1,B,,,,,,16.8,20.1,18.3,397.0,397.0,7.5,0,10.0,10.0
2023.0,Chevrolet,Bolt EV,Station wagon: Small,Battery Electric (BEV),,,150.0,A1,B,,,,,,16.0,19.2,17.5,417.0,417.0,7.5,0,10.0,10.0
2023.0,Fisker,Ocean Extreme/One,Sport utility vehicle: Standard,Battery Electric (BEV),,,350.0,A1,B,,,,,,21.2,24.9,22.9,579.0,579.0,18.0,0,10.0,10.0
2023.0,Fisker,Ocean Ultra,Sport utility vehicle: Standard,Battery Electric (BEV),,,350.0,A1,B,,,,,,21.8,25.6,23.5,563.0,563.0,18.0,0,10.0,10.0
2023.0,Ford,F-150 Lightning Standard Range,Pickup truck: Standard,Battery Electric (BEV),,,318.0,A1,B,,,,,,27.5,34.4,30.6,386.0,386.0,11.9,0,10.0,10.0
2023.0,Ford,F-150 Lightning Extended Range,Pickup truck: Standard,Battery Electric (BEV),,,420.0,A1,B,,,,,,26.9,33.3,29.8,515.0,515.0,10.1,0,10.0,10.0
2023.0,Ford,F-150 Lightning Platinum,Pickup truck: Standard,Battery Electric (BEV),,,420.0,A1,B,,,,,,28.7,35.0,31.5,483.0,483.0,9.3,0,10.0,10.0
2023.0,Ford,Mustang Mach-E Standard Range,Sport utility vehicle: Small,Battery Electric (BEV),,,198.0,A1,B,,,,,,19.0,21.9,20.3,397.0,397.0,8.1,0,10.0,10.0
2023.0,Ford,Mustang Mach-E Standard Range (LFP),Sport utility vehicle: Small,Battery Electric (BEV),,,198.0,A1,B,,,,,,19.6,22.0,20.7,402.0,402.0,7.4,0,10.0,10.0
2023.0,Ford,Mustang Mach-E Standard Range AWD,Sport utility vehicle: Small,Battery Electric (BEV),,,198.0,A1,B,,,,,,21.1,24.3,22.6,360.0,360.0,8.0,0,10.0,10.0
2023.0,Ford,Mustang Mach-E Standard Range AWD (LFP),Sport utility vehicle: Small,Battery Electric (BEV),,,232.0,A1,B,,,,,,21.5,24.0,22.6,370.0,370.0,7.4,0,10.0,10.0
2023.0,Ford,Mustang Mach-E Extended Range,Sport utility vehicle: Small,Battery Electric (BEV),,,216.0,A1,B,,,,,,19.9,22.7,21.1,500.0,500.0,10.2,0,10.0,10.0
2023.0,Ford,Mustang Mach-E Extended Range AWD,Sport utility vehicle: Small,Battery Electric (BEV),,,258.0,A1,B,,,,,,21.5,24.5,22.9,467.0,467.0,10.0,0,10.0,10.0
2023.0,Ford,Mustang Mach-E California Route 1 AWD,Sport utility vehicle: Small,Battery Electric (BEV),,,258.0,A1,B,,,,,,20.0,22.9,21.3,502.0,502.0,10.1,0,10.0,10.0
2023.0,Ford,Mustang Mach-E GT Performance Edition,Sport utility vehicle: Small,Battery Electric (BEV),,,358.0,A1,B,,,,,,23.8,27.8,25.6,418.0,418.0,10.1,0,10.0,10.0
2023.0,Genesis,Electrified G80,Full-size,Battery Electric (BEV),,,272.0,A1,B,,,,,,19.9,23.6,21.7,454.0,454.0,9.0,0,10.0,10.0
2023.0,Genesis,GV60 Advanced AWD,Full-size,Battery Electric (BEV),,,234.0,A1,B,,,,,,20.3,24.2,22.1,399.0,399.0,7.2,0,10.0,10.0
2023.0,Genesis,GV60 Performance AWD,Full-size,Battery Electric (BEV),,,320.0,A1,B,,,,,,21.7,25.5,23.0,378.0,378.0,7.2,0,10.0,10.0
2023.0,Genesis,Electrified GV70,Sport utility vehicle: Small,Battery Electric (BEV),,,320.0,A1,B,,,,,,21.3,25.1,23.0,383.0,383.0,7.9,0,10.0,10.0
2023.0,Hyundai,IONIQ 5 Standard Range,Full-size,Battery Electric (BEV),,,125.0,A1,B,,,,,,16.2,22.4,19.3,354.0,354.0,6.3,0,10.0,10.0
2023.0,Hyundai,IONIQ 5 Long Range,Full-size,Battery Electric (BEV),,,168.0,A1,B,,,,,,15.5,21.7,18.6,488.0,488.0,8.5,0,10.0,10.0
2023.0,Hyundai,IONIQ 5 Long Range AWD,Full-size,Battery Electric (BEV),,,239.0,A1,B,,,,,,18.9,23.5,21.0,422.0,422.0,8.5,0,10.0,10.0
2023.0,Hyundai,IONIQ 6 Standard Range,Mid-size,Battery Electric (BEV),,,111.0,A1,B,,,,,,13.7,17.4,15.5,386.0,386.0,6.1,0,10.0,10.0
2023.0,Hyundai,IONIQ 6 Long Range (18'' Wheels),Mid-size,Battery Electric (BEV),,,168.0,A1,B,,,,,,13.7,16.2,14.9,581.0,581.0,7.5,0,10.0,10.0
2023.0,Hyundai,IONIQ 6 Long Range AWD (18'' Wheels),Mid-size,Battery Electric (BEV),,,239.0,A1,B,,,,,,16.2,18.6,17.4,509.0,509.0,7.5,0,10.0,10.0
2023.0,Hyundai,IONIQ 6 Long Range AWD (20'' Wheels),Mid-size,Battery Electric (BEV),,,239.0,A1,B,,,,,,18.8,22.4,20.5,435.0,435.0,7.5,0,10.0,10.0
2023.0,Hyundai,Kona Electric,Sport utility vehicle: Small,Battery Electric (BEV),,,150.0,A1,B,,,,,,15.5,19.9,17.4,415.0,415.0,9.5,0,10.0,10.0
2023.0,Jaguar,I-PACE,Sport utility vehicle: Small,Battery Electric (BEV),,,294.0,A1,B,,,,,,24.5,26.7,25.5,381.0,381.0,13.0,0,10.0,10.0
2023.0,Kia,EV6 Standard Range,Station wagon: Small,Battery Electric (BEV),,,125.0,A1,B,,,,,,15.5,21.1,18.0,373.0,373.0,6.3,0,10.0,10.0
2023.0,Kia,EV6 Long Range,Station wagon: Small,Battery Electric (BEV),,,168.0,A1,B,,,,,,15.5,20.5,18.0,499.0,499.0,8.7,0,10.0,10.0
2023.0,Kia,"EV6 Long Range AWD (19"" Wheels)",Station wagon: Small,Battery Electric (BEV),,,239.0,A1,B,,,,,,17.5,21.5,19.3,454.0,454.0,8.4,0,10.0,10.0
2023.0,Kia,"EV6 Long Range AWD (20"" Wheels)",Station wagon: Small,Battery Electric (BEV),,,239.0,A1,B,,,,,,19.9,24.2,21.7,406.0,406.0,8.4,0,10.0,10.0
2023.0,Kia,EV6 GT AWD,Station wagon: Small,Battery Electric (BEV),,,430.0,A1,B,,,,,,24.7,28.4,26.4,332.0,332.0,8.9,0,10.0,10.0
2023.0,Kia,Niro EV,Station wagon: Small,Battery Electric (BEV),,,150.0,A1,B,,,,,,16.8,20.5,18.6,407.0,407.0,7.5,0,10.0,10.0
2023.0,Kia,Soul EV (120 Ah),Station wagon: Small,Battery Electric (BEV),,,150.0,A1,B,,,,,,15.6,20.4,17.8,248.0,248.0,6.0,0,10.0,10.0
2023.0,Kia,Soul EV (180 Ah),Station wagon: Small,Battery Electric (BEV),,,150.0,A1,B,,,,,,16.9,21.0,18.7,383.0,383.0,9.5,0,10.0,10.0
2023.0,Lexus,"RZ 450e AWD (18"" Wheels)",Sport utility vehicle: Small,Battery Electric (BEV),,,230.0,A1,B,,,,,,18.1,21.4,19.6,354.0,354.0,10.0,0,10.0,10.0
2023.0,Lexus,"RZ 450e AWD (20"" Wheels)",Sport utility vehicle: Small,Battery Electric (BEV),,,230.0,A1,B,,,,,,20.3,24.1,22.4,315.0,315.0,10.0,0,10.0,10.0
2023.0,Lucid,"Air Grand Touring XR (19"" Wheels)",Full-size,Battery Electric (BEV),,,611.0,A1,B,,,,,,16.1,15.8,16.0,830.0,830.0,13.0,0,10.0,10.0
2023.0,Lucid,"Air Grand Touring XR (20"" Wheels)",Full-size,Battery Electric (BEV),,,611.0,A1,B,,,,,,17.4,17.1,17.3,755.0,755.0,13.0,0,10.0,10.0
2023.0,Lucid,"Air Grand Touring XR (21"" Wheels)",Full-size,Battery Electric (BEV),,,611.0,A1,B,,,,,,17.4,17.1,17.3,755.0,755.0,13.0,0,10.0,10.0
2023.0,Lucid,"Air Grand Touring Performance (21"" Wheels)",Full-size,Battery Electric (BEV),,,783.0,A1,B,,,,,,19.0,18.8,18.9,718.0,718.0,13.0,0,10.0,10.0
2023.0,Lucid,"Air Pure (19"" Wheels)",Full-size,Battery Electric (BEV),,,358.0,A1,B,,,,,,14.9,14.9,14.9,660.0,660.0,10.0,0,10.0,10.0
2023.0,Lucid,"Air Pure (20"" Wheels)",Full-size,Battery Electric (BEV),,,358.0,A1,B,,,,,,17.2,17.4,17.3,618.0,618.0,10.0,0,10.0,10.0
2023.0,Lucid,"Air Touring (19"" Wheels)",Full-size,Battery Electric (BEV),,,462.0,A1,B,,,,,,14.9,14.9,14.9,684.0,684.0,10.0,0,10.0,10.0
2023.0,Lucid,"Air Touring (20"" Wheels)",Full-size,Battery Electric (BEV),,,462.0,A1,B,,,,,,17.2,17.4,17.3,618.0,618.0,10.0,0,10.0,10.0
2023.0,Lucid,"Air Touring (21"" Wheels)",Full-size,Battery Electric (BEV),,,462.0,A1,B,,,,,,17.2,17.4,17.3,618.0,618.0,10.0,0,10.0,10.0
2023.0,Mazda,MX-30,Mid-size,Battery Electric (BEV),,,107.0,A1,B,,,,,,21.4,24.6,22.8,161.0,161.0,5.3,0,10.0,10.0
2023.0,Mercedes-Benz,AMG EQE 4MATIC+ Sedan,Mid-size,Battery Electric (BEV),,,460.0,A1,B,,,,,,28.1,28.5,28.3,362.0,362.0,9.5,0,10.0,10.0
2023.0,Mercedes-Benz,AMG EQS 4MATIC+ Sedan,Full-size,Battery Electric (BEV),,,484.0,A1,B,,,,,,28.4,27.4,27.9,446.0,446.0,11.25,0,10.0,10.0
2023.0,Mercedes-Benz,EQB 250+,Sport utility vehicle: Small,Battery Electric (BEV),,,140.0,A1,B,,,,,,18.5,21.6,19.9,394.0,394.0,7.75,0,10.0,10.0
2023.0,Mercedes-Benz,EQB 350 4MATIC SUV,Sport utility vehicle: Small,Battery Electric (BEV),,,215.0,A1,B,,,,,,21.4,22.0,21.7,356.0,356.0,6.25,0,10.0,10.0
2023.0,Mercedes-Benz,EQE 350 4MATIC Sedan,Mid-size,Battery Electric (BEV),,,215.0,A1,B,,,,,,24.2,24.2,24.2,418.0,418.0,8.25,0,10.0,10.0
2023.0,Mercedes-Benz,EQE 350 4MATIC SUV,Sport utility vehicle: Standard,Battery Electric (BEV),,,215.0,A1,B,,,,,,25.4,26.4,25.9,407.0,407.0,9.5,0,10.0,10.0
2023.0,Mercedes-Benz,EQE 500 4MATIC Sedan,Mid-size,Battery Electric (BEV),,,300.0,A1,B,,,,,,25.0,25.5,25.2,418.0,418.0,9.5,0,10.0,10.0
2023.0,Mercedes-Benz,EQE 500 4MATIC SUV,Sport utility vehicle: Standard,Battery Electric (BEV),,,300.0,A1,B,,,,,,23.0,24.5,23.7,433.0,433.0,9.5,0,10.0,10.0
2023.0,Mercedes-Benz,EQS 450 4MATIC Sedan,Full-size,Battery Electric (BEV),,,265.0,A1,B,,,,,,20.7,19.9,20.3,547.0,547.0,11.5,0,10.0,10.0
2023.0,Mercedes-Benz,EQS 450 4MATIC SUV,Sport utility vehicle: Standard,Battery Electric (BEV),,,265.0,A1,B,,,,,,26.7,27.3,26.7,459.0,459.0,11.5,0,10.0,10.0
2023.0,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,Battery Electric (BEV),,,385.0,A1,B,,,,,,23.3,22.7,23.0,547.0,547.0,11.25,0,10.0,10.0
2023.0,Mercedes-Benz,EQS 580 4MATIC SUV,Sport utility vehicle: Standard,Battery Electric (BEV),,,400.0,A1,B,,,,,,26.1,28.0,27.3,459.0,459.0,11.5,0,10.0,10.0
2023.0,MINI,Cooper SE 3 Door,Subcompact,Battery Electric (BEV),,,135.0,A1,B,,,,,,17.6,20.9,19.1,183.0,183.0,4.0,0,10.0,10.0
2023.0,Polestar,2 Single Motor,Mid-size,Battery Electric (BEV),,,170.0,A1,B,,,,,,18.5,20.9,19.6,435.0,435.0,8.0,0,10.0,10.0
2023.0,Polestar,2 Dual Motor,Mid-size,Battery Electric (BEV),,,300.0,A1,B,,,,,,20.0,21.9,20.9,418.0,418.0,8.0,0,10.0,10.0
2023.0,Polestar,2 Dual Motor Performance Pack,Mid-size,Battery Electric (BEV),,,350.0,A1,B,,,,,,20.0,21.9,20.9,418.0,418.0,8.0,0,10.0,10.0
2023.0,Polestar,2 BST Edition,Mid-size,Battery Electric (BEV),,,350.0,A1,B,,,,,,21.3,23.1,22.1,397.0,397.0,8.0,0,10.0,10.0
2023.0,Porsche,Taycan 4S (Performance Battery),Compact,Battery Electric (BEV),,,320.0,A2,B,,,,,,25.5,25.5,25.5,332.0,332.0,9.5,0,10.0,10.0
2023.0,Porsche,Taycan 4S (Performance Battery Plus),Compact,Battery Electric (BEV),,,360.0,A2,B,,,,,,26.5,26.0,26.3,378.0,378.0,10.5,0,10.0,10.0
2023.0,Porsche,Taycan 4S Cross Turismo,Mid-size,Battery Electric (BEV),,,360.0,A2,B,,,,,,26.7,26.7,26.7,370.0,370.0,10.5,0,10.0,10.0
2023.0,Porsche,Taycan GTS,Compact,Battery Electric (BEV),,,380.0,A2,B,,,,,,25.1,25.5,25.3,396.0,396.0,10.5,0,10.0,10.0
2023.0,Porsche,Taycan GTS Sport Turismo,Compact,Battery Electric (BEV),,,380.0,A2,B,,,,,,26.1,26.2,26.2,322.0,322.0,10.5,0,10.0,10.0
2023.0,Porsche,Taycan Turbo,Compact,Battery Electric (BEV),,,460.0,A2,B,,,,,,25.7,26.3,26.0,383.0,383.0,10.5,0,10.0,10.0
2023.0,Porsche,Taycan Turbo Cross Turismo,Mid-size,Battery Electric (BEV),,,460.0,A2,B,,,,,,26.1,27.0,26.5,375.0,375.0,10.5,0,10.0,10.0
2023.0,Porsche,Taycan Turbo S,Compact,Battery Electric (BEV),,,460.0,A2,B,,,,,,27.3,28.6,28.0,357.0,357.0,10.5,0,10.0,10.0
2023.0,Porsche,Taycan Turbo S Cross Turismo,Mid-size,Battery Electric (BEV),,,460.0,A2,B,,,,,,27.3,28.6,28.0,357.0,357.0,10.5,0,10.0,10.0
2023.0,Rivian,"R1S (20"" Wheels)",Sport utility vehicle: Standard,Battery Electric (BEV),,,650.0,A1,B,,,,,,30.5,35.1,32.5,465.0,465.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (20"" Wheels) All-Terrain",Sport utility vehicle: Standard,Battery Electric (BEV),,,650.0,A1,B,,,,,,32.0,35.0,33.4,441.0,441.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (20"" Wheels) AT Dual Large",Sport utility vehicle: Standard,Battery Electric (BEV),,,418.0,A1,B,,,,,,29.0,32.5,30.6,494.0,494.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (20"" Wheels) AT Performance Dual Large",Sport utility vehicle: Standard,Battery Electric (BEV),,,496.0,A1,B,,,,,,29.0,32.5,30.6,494.0,494.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (20"" Wheels) AT Dual Max",Sport utility vehicle: Standard,Battery Electric (BEV),,,418.0,A1,B,,,,,,26.7,31.1,28.7,571.0,571.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (20"" Wheels) AT Performance Dual Max",Sport utility vehicle: Standard,Battery Electric (BEV),,,496.0,A1,B,,,,,,26.7,31.1,28.7,571.0,571.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (21"" Wheels)",Sport utility vehicle: Standard,Battery Electric (BEV),,,650.0,A1,B,,,,,,27.8,31.5,29.5,517.0,517.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (21"" Wheels) Dual Large",Sport utility vehicle: Standard,Battery Electric (BEV),,,418.0,A1,B,,,,,,25.6,28.4,26.9,566.0,566.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (21"" Wheels) Performance Dual Large",Sport utility vehicle: Standard,Battery Electric (BEV),,,496.0,A1,B,,,,,,25.6,28.4,26.9,566.0,566.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (21"" Wheels) Dual Max",Sport utility vehicle: Standard,Battery Electric (BEV),,,418.0,A1,B,,,,,,23.5,27.7,25.4,644.0,644.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (21"" Wheels) Performance Dual Max",Sport utility vehicle: Standard,Battery Electric (BEV),,,496.0,A1,B,,,,,,23.5,27.7,25.4,644.0,644.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (22"" Wheels)",Sport utility vehicle: Standard,Battery Electric (BEV),,,650.0,A1,B,,,,,,28.7,33.1,30.7,488.0,488.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (22"" Wheels) Dual Large",Sport utility vehicle: Standard,Battery Electric (BEV),,,418.0,A1,B,,,,,,26.3,29.6,27.8,549.0,549.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (22"" Wheels) Performance Dual Large",Sport utility vehicle: Standard,Battery Electric (BEV),,,496.0,A1,B,,,,,,26.3,29.6,27.8,549.0,549.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (22"" Wheels) Dual Max",Sport utility vehicle: Standard,Battery Electric (BEV),,,418.0,A1,B,,,,,,25.0,29.3,26.9,612.0,612.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1S (22"" Wheels) Performance Dual Max",Sport utility vehicle: Standard,Battery Electric (BEV),,,496.0,A1,B,,,,,,25.0,29.3,26.9,612.0,612.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (20"" Wheels)",Pickup truck: Standard,Battery Electric (BEV),,,650.0,A1,B,,,,,,30.5,35.1,32.5,465.0,465.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (20"" Wheels) All-Terrain",Pickup truck: Standard,Battery Electric (BEV),,,650.0,A1,B,,,,,,32.0,35.0,33.4,441.0,441.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (20"" Wheels) AT Dual Large",Pickup truck: Standard,Battery Electric (BEV),,,418.0,A1,B,,,,,,29.0,32.5,30.6,494.0,494.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (20"" Wheels) AT Performance Dual Large",Pickup truck: Standard,Battery Electric (BEV),,,496.0,A1,B,,,,,,29.0,32.5,30.6,494.0,494.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (20"" Wheels) AT Dual Max",Pickup truck: Standard,Battery Electric (BEV),,,418.0,A1,B,,,,,,26.7,31.1,28.7,571.0,571.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (20"" Wheels) AT Performance Dual Max",Pickup truck: Standard,Battery Electric (BEV),,,496.0,A1,B,,,,,,26.7,31.1,28.7,571.0,571.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (21"" Wheels)",Pickup truck: Standard,Battery Electric (BEV),,,650.0,A1,B,,,,,,27.4,30.2,28.7,528.0,528.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (21"" Wheels) Dual Large",Pickup truck: Standard,Battery Electric (BEV),,,418.0,A1,B,,,,,,25.6,28.4,26.9,566.0,566.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (21"" Wheels) Performance Dual Large",Pickup truck: Standard,Battery Electric (BEV),,,496.0,A1,B,,,,,,25.6,28.4,26.9,566.0,566.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (21"" Wheels) Dual Max",Pickup truck: Standard,Battery Electric (BEV),,,418.0,A1,B,,,,,,23.0,27.0,24.8,661.0,661.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (21"" Wheels) Performance Dual Max",Pickup truck: Standard,Battery Electric (BEV),,,496.0,A1,B,,,,,,23.0,27.0,24.8,661.0,661.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (22"" Wheels)",Pickup truck: Standard,Battery Electric (BEV),,,650.0,A1,B,,,,,,28.7,33.1,30.7,488.0,488.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (22"" Wheels) Dual Large",Pickup truck: Standard,Battery Electric (BEV),,,418.0,A1,B,,,,,,26.1,29.5,27.6,549.0,549.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (22"" Wheels) Performance Dual Large",Pickup truck: Standard,Battery Electric (BEV),,,496.0,A1,B,,,,,,26.1,29.5,27.6,549.0,549.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (22"" Wheels) Dual Max",Pickup truck: Standard,Battery Electric (BEV),,,418.0,A1,B,,,,,,25.0,29.3,26.9,612.0,612.0,13.0,0,10.0,10.0
2023.0,Rivian,"R1T (22"" Wheels) Performance Dual Max",Pickup truck: Standard,Battery Electric (BEV),,,496.0,A1,B,,,,,,25.0,29.3,26.9,612.0,612.0,13.0,0,10.0,10.0
2023.0,Subaru,Solterra AWD,Sport utility vehicle: Small,Battery Electric (BEV),,,160.0,A1,B,,,,,,18.6,22.4,20.3,360.0,360.0,11.0,0,10.0,10.0
2023.0,Tesla,Model 3 RWD,Mid-size,Battery Electric (BEV),,,192.0,A1,B,,,,,,15.2,16.6,15.8,438.0,438.0,8.5,0,10.0,10.0
2023.0,Tesla,Model 3 Long Range AWD (pre-1/10/23),Mid-size,Battery Electric (BEV),,,293.0,A1,B,,,,,,15.6,16.6,16.0,576.0,576.0,10.0,0,10.0,10.0
2023.0,Tesla,Model 3 Long Range AWD,Mid-size,Battery Electric (BEV),,,293.0,A1,B,,,,,,16.0,17.3,16.6,536.0,536.0,10.0,0,10.0,10.0
2023.0,Tesla,Model 3 Long Range AWD (Import),Mid-size,Battery Electric (BEV),,,276.0,A1,B,,,,,,16.0,17.3,16.6,534.0,534.0,10.0,0,10.0,10.0
2023.0,Tesla,Model 3 Performance,Mid-size,Battery Electric (BEV),,,321.0,A1,B,,,,,,17.8,19.6,18.6,507.0,507.0,10.0,0,10.0,10.0
2023.0,Tesla,Model S,Full-size,Battery Electric (BEV),,,494.0,A1,B,,,,,,16.9,18.3,17.5,652.0,652.0,15.0,0,10.0,10.0
